STORE CODE,ZONE,STATE,CITY,FORMAT  Type,FORMATE,STORE NAME,SAP Name of Store,NOC Store name
TTF0,East,West Bengal,Chandan Nagar,Woman,Fitch,TW Chandan Nagar,TW Chandan Nagar,Chandan Nagar TW Hindware Near Dominos
TTF3,East,West Bengal,Behrampore,Woman,Fitch,TW Berhampore,TW Behrampore Mohans Mall,Behrampore TW Mohan's
TX74,East,West Bengal,Kolkata,Woman,Fitch,"TW Wood Square Mall, N.S.C. Bose Road",TW-WOOD SQUARE MALL,Kolakata TW Wood Sqr
TTE2,North,Uttarakhand,Haridwar,Woman,Fitch,"TW Jwalapur, Haridwar",TW Jawalapur Haridwar,Haridwar TW Jwalapur
FRMB,North,Uttar Pradesh,Kanpur,Woman,Fitch,TW Kanpur Lajpat,RRL TW Kanpur Lajpat Nagar Kan,Kanpur TW Easyday to Woman Lajpat Nagar
FRMF,North,Uttar Pradesh,Prayagraj,Woman,Fitch,TW Prayagraj Allahabad,RRL TW Prayagraj ALLAHABAD KAR,Prayagraj TW Easy Day Allahabad Kareli SF
TTG1,North,Uttar Pradesh,Ghaziabad,Woman,Fitch,TW Delhi Ncr - Kw6,RRL TW KW Delhi-6 GHAZIABAD,Ghaziabad TW Raj Nagar Extension KW6
TX8K,North,NCR,Ghaziabad,Woman,Fitch,TW Pratap Vihar,RRL TW Ghaziabad Vihaan Shoppi,Ghaziabad TW Pratap Vihar Vihan Shopping Plaza
TX8L,North,Haryana,Gurgaon,Woman,Fitch,TW Ariyaa Mall,RRL TW Gurgaon Airia Mall,Gurgaon TW Airia Mall Sec 68 Gurugram
T1KH,North,Haryana,Hissar,Woman,Fitch,TW Hissar,RRL TW Hissar Krishna Nagar,Hissar TW Opp PLA Next to Tanishq Jewels
TA2F,North,NCR,Gurgaon,Woman,Fitch,TW Gurgaon Sector 14,RRL TW-GURGAON-SECTOR 14,Gurgaon TW FBB Gurgaon Sector 14
TWSW,North,Haryana,Rohtak,Woman,Fitch,TW Rohtak,TW Rohtak J square,Rohtak TW J Square adjoining Tanishq Delhi Road
T1BX,East,Jharkhand,Jamshedpur,Woman,Fitch,TW Mango-Jamshedpur,RRL TW Godda,Jamshedpur TW Mango
T1P3,East,Jharkhand,Dhanbad,Woman,Fitch,TW Prabhatam Mall Dhanbad Nso,RRL TW Dhaiya Prabhatam Grand,Dhanbad TW Prabhatam Mall
TTF8,East,Bihar,Bettiah,Woman,Fitch,TW Bettiah,TW LAL BAZAR-BETTIAH,Bettiah TW Lal Bazaar Arcade
TWSL,East,Bihar,Patna,Woman,Fitch,TW Khagaul,TW Khagaul Patna,Patna TW Main Market Khagaul
TWSD,East,Assam,Tezpur,Woman,Fitch,TW Tezpur,TW Imperial Square,Tezpur TW Imperial Mall
TWSR,East,Assam,Tezpur,Woman,Fitch,TW Satyam Mall Tezpur,TW Satyam Mall Tezpur,Tezpur TW Krishna Mall Mission Chirali
FRQ6,South,Karnataka,Bangalore,Woman,Fitch,EASY DAY-BENGALURU-RPC LAYOUT,RRL TW Bangalore BENGALURU RPC,Bangalore TW Easy Day Bengaluru RPC Layout
FRVK,South,Karnataka,Bangalore,Woman,Fitch,EASY DAY Domlur,RRL TW Bangalore Domlur,Bangalore TW Domlur
FRW3,South,Karnataka,Bangalore,Woman,Fitch,EASY DAY BENGALURU BTM LAYOUT,RRL TW Bangalore BENGALURU BTM,Bangalore TW Easy Day Bengaluru BTM Layout
T23J,South,Karnataka,Bangalore,Woman,Fitch,"TW Chandra Layout, Bangalore",RRL TW Bangalore Chandra Layou,Bangalore TW Chandra Layout
T75F,South,Karnataka,Mangalore,Woman,Fitch,TW Classique Pride,RRL Trends Woman Classique Pri,Mangalore TW More Super Market
TB56,South,Karnataka,Bangalore,Woman,Fitch,TW Jp Nagar,RRL Trends Woman Jayanagar,Bangalore TW Jayangr
TB60,South,Karnataka,Bangalore,Woman,Fitch,TW Kemp fort Mall,RRL Trends Woman Kempfort Mall,Bangalore TWKempFort
TG3B,South,Karnataka,Bangalore,Woman,Fitch,TW Magadi Main Road,RRL Trends Woman Bangalore,Bangalore TW Magadi Main Rd
TJM2,South,Karnataka,Bangalore,Woman,Fitch,"Next to Ayyappa Temple, Jalahalli",RRL TW Bangalore Ayaappa Nagar,Bangalore TW Next To Ayyappa Temple Jalahalli
TN57,South,Karnataka,Bijapur,Woman,Fitch,TW PATIL PLANET BIJAPUR,Trends Women - PATIL PLANET,Bijapur TW PatilPlnt
TTD9,South,Karnataka,Bangalore,Woman,Fitch,TW Vaderahalli Banga,TW Vaderahalli Bangalore,Bangalore TW College Rd Vaderhalli
TTE1,South,Karnataka,Bangalore,Woman,Fitch,TW Devasandra Main R,TW Devasandra Main Road,Bangalore TW KR Puram
TTF4,South,Karnataka,Bangalore,Woman,Fitch,TW BEML Layout RR Na,TW BEML Layout RR Nagar,Bangalore TW BEML Layout RR Nagar
TTF9,South,Karnataka,Davanagere,Woman,Fitch,TW Shamnur road Davangere,TW Shamnur road Davangere,Davangere TW Shamnur Road
TTG0,South,Karnataka,Bangalore,Woman,Fitch,RRL TW Kaggadaspura Village,RRL TW Kaggadaspura Village,Bangalore TW Kaggadasapura main road
TWRZ,South,Karnataka,Bangalore,Woman,Fitch,TW Rajajinagar,TW Rajajinagar,Bangalore TW Rajajinagar
TWSN,South,Karnataka,Bangalore,Woman,Fitch,TW Immadihalli,TW Immadihalli Whitefield,Bangalore TW Immadihalli Road Whitefield
TWSO,South,Karnataka,Tumkur,Woman,Fitch,SHANKAR MALL,TW Shankar Mall,Tumkur TW Shankar Mall
TX8N,South,Karnataka,Hubli,Woman,Fitch,RRL TW Hubli Diamond,RRL TW Hubli Diamond Avenue,Hubli TW Diamond Avenue Railway Station Rd
TX8Q,South,Karnataka,Bangalore,Woman,Fitch,RRL Women Nagarbhavi,RRL Women Nagarbhavi Old Ring,Nagarbhavi TW Bangalore
9636,South,Tamil Nadu,Chennai,Woman,Fitch,TW Mylapore,RRL Trends WIW Mylapore Chenna,Chennai TW Mylapore
9654,South,Tamil Nadu,Coimbatore,Woman,Fitch,"TW T.V Samy Road, R.S Puram",RRL Trends RS Puram WIW,Coimbator TW RSPuram
F1PB,South,Tamil Nadu,Arcot,Woman,Fitch,TW Arcot,RRL TW Arcot Arcot,Arcot TW
FRVF,South,Tamil Nadu,Chennai,Woman,Fitch,TW Hastinapuram Chrompet,RRL TW CHENNAI CHENNAI HASTINA,Chennai TW Easy Day Chennai Hastinapuram
T669,South,Tamil Nadu,Chennai,Woman,Fitch,TW Forum Vijaya Mall,RRL Trends Woman Vadapalani Ch,Chennai TW Forum Mal
T7JE,South,Tamil Nadu,Trichy,Woman,Fitch,Langval Mall,RRL TW Thanjavur Langval Mall,Trichy TW Langval Mall Thanjavur
TA11,South,Tamil Nadu,Coimbatore,Woman,Fitch,"TW Sai Baba Colony, Nsr Road",Coimbator TW NSR Rd,Coimbator TW NSR Rd
TFK9,South,Tamil Nadu,Chennai,Woman,Fitch,"TW Skls Galaxy Mall, Red Hills",TW-REDHILLS,Chennai TW Redhills
TGE0,South,Tamil Nadu,Madurai,Woman,Fitch,"TW Chandrika Plaza, New Natham Road",TW-NATHAM ROAD,Madurai TW Chandrika
TJQ6,South,Tamil Nadu,Tirupur,Woman,Fitch,TW Kumaran Road,RRL TW-KUMARAN ROAD,Tirupur TW Kumaran Rd
TKT2,South,Tamil Nadu,Chennai,Woman,Fitch,"TW Pmd Nagar, Kovilambakkam",TW-KOVILAMPAKKAM,Chennai TW PMD Nagar Kovilambakkam
TLB5,South,Tamil Nadu,Coimbatore,Woman,Fitch,"TW Vg Complex, Saravanampatti",TW-SARAVANAMPATTI,Coimbatore TW VG Cmplx
TMK5,South,Tamil Nadu,Chennai,Woman,Fitch,TW Easyday Store - Moulivakkam,RRL TW Moulivakkam,Chennai TW Moulivakm
TOH2,South,Tamil Nadu,Kanchipuram,Woman,Fitch,TW T.K. Nambi Street,TW TK Nambi Street Kanchipuram,Kanchipurm TW TKN St
TTE8,South,Tamil Nadu,Coimbatore,Woman,Fitch,"TW Vilankurichi, Thanneer Pandal",TW Vilankurichi Road Coimbator,Coimbatore TW Vilankurichi
TTS0,South,Tamil Nadu,Coimbatore,Woman,Fitch,"TW Sungam,Tirchy Road",TW Sungam Coimbatore,Coimbatore TW Sungam
TWSE,South,Tamil Nadu,Chennai,Woman,Fitch,TW Madipakkam,TW Ramnagar Madipakkam,Chennai TW Ramnagar Madipakkam
TWSH,South,Tamil Nadu,Chennai,Woman,Fitch,TW Paruthipattu,TW Paruthipattu,Chennai TW Paruthipattu Avadi Main Road
TWSM,South,Tamil Nadu,Tiruchirappalli,Woman,Fitch,TW Karumandapam,TW Karumandapam,Tiruchirappalli TW Karumandapam
TX8T,South,Tamil Nadu,Thiruvallur,Woman,Fitch,TW Thiruvallur,RRL TW Thiruvallur Periyakuppa,Thiruvallur TW JN Road
T9BT,South,Pondicherry,Karaikal,Woman,Fitch,TW Bharathi Nagar Karaikal,RRL Trends Woman Karaikal,Karaikkal TW Bharathi Nagar
TSJ9,South,Telangana,Hyderabad,Woman,Fitch,"TW Dynamic Colony, Hyderabad",TW Dynamic Colony Hyderabad,Hyderabad TW Dynamic Colony
T1RD,South,Telangana,Hyderabad,Woman,Fitch,TW Manikonda,RRL TW Manikonda Sunyuga I Squ,Hyderabad TW Manikonda
T62X,South,Telangana,Hyderabad,Woman,Fitch,TW Yusufguda,Hyderabad TW Yousafguda,Hyderabad TW Yousafguda
TAP4,South,Telangana,Hyderabad,Woman,Fitch,TW Amerpeth-Satyam,RRL TW Ameerpet HYD,Hyderabad TW Asian Satyam Mall
TTG2,South,Telangana,Hyderabad,Woman,Fitch,TW Amr Planet,RRL TW AMR PLANET,Hyderabad TW AMR Mall Moulali
TX9A,South,Telangana,Hyderabad,Woman,Fitch,TW Kukatpally,RRL Trends Woman Kukatpally Vi,Hyderabad TW Vivekanandanagar Kukatpally
TXW4,South,Telangana,Hyderabad,Woman,Fitch,TW Subhadra Nagar,TW Subhadranagar,Hyderabad TW Subhadra Nagar
9517,South,Kerala,Cochin,Woman,Fitch,TW Nucleus Mall,Reliance Trends WIW Abad Nucle,Kochi TW Nucleus Mal
9588,South,Kerala,Cochin,Woman,Fitch,TW MG Road Kochi       ,RRL Trends WIW Cyrils Bldg Coc,Kochi TW MG Road
TJQ4,South,Kerala,Cochin,Woman,Fitch,Vazhakkala,RRL TW-VAZHAKKALA,Cochin TW Horeb Arcade Civil Line Rd Vazhakkala
TTE9,South,Kerala,Kottayam,Woman,Fitch,TW Vaikom,TW Vaikom,Kottayam TW Vaikom
TX8P,South,Kerala,Kollam,Woman,Fitch,TW KOLLAM D MALL,RRL TW Kollam D Mall,Kollam TW
TX8V,South,Kerala,Trivandrum,Woman,Fitch,TW Nalanchira,RRL TW Thiruvananthapuram Vazh,Nalanchira TW Trivandrum
TL95,West,Maharashtra,Latur,Man,Fitch,TM Latur Surajmahal,RRL Trends Man - Latur,Latur TM Surajmahal
TX8J,West,Maharashtra,Kolhapur,Man,Fitch,RRL Trends Man Kolhapur Elixa Park,RRL Trends Man Kolhapur Elixa,Kolhapur TM Elixa Park Kolhapur
TCO8,East,Orissa,Bhubaneshwar,Man,Fitch,TM UTKAL GALLERIA,RRL TM-UTKAL GALLERIA,Bhubaneswar TM Utkal Galleria Mall
TY13,South,Andhra Pradesh,Kurnool,Man,Fitch,TM Variety Mall,TM-VARIETY MALL,Kurnool TM VarietyMal
F1TB,South,Andhra Pradesh,Guntur,Man,Fitch,GUNTUR-BRODIPET,RRL TM Guntur Brodipet,Guntur TM Easyday to Man Brodipet
T52D,South,Andhra Pradesh,Gudivada,Man,Fitch,RRL Trends Man Gudivada,RRL Trends Man Gudivada,Gudivada TM Gudivada
T28A,South,Andhra Pradesh,Rajahmundry,Man,Fitch,AP-RAJHUMENDRY-DANAVAIPETA-EAST GODAVARY DISTRICT (VASU PROPERTY),RRL TM Rajahmundry Danavalpeta,Rajahmundry TM
T9AM,South,Andhra Pradesh,Nellore,Man,Fitch,TM Nellore,RRL Trends Man Nellore,Nellore TM Ramalingapuram
TC55,South,Andhra Pradesh,Vijayawada,Man,Fitch,TM PVP Mall,RRL Trends Man Labbipet,Vijaywda TM PVP Mall
TANL,South,Andhra Pradesh,Vijayawada,Man,Fitch,TM Gandhinagar Vijaywada,TM Gandhinagar Vijaywada,Vijayawada TM Gandhi Nagar
T9VG,South,Andhra Pradesh,Vijayawada,Man,Fitch,VIJAYAWADA GURUNANK COLONY-GF,RRL Trends Man Vijayawada Guru,Vijayawada TM Gurunank Colony
TAHW,East,Orissa,Nayagarh,Man,Fitch,TM Nayagarh,TM Nayagarh College Road,Nayagarh TM College Road
T73O,East,Orissa,Sambalpur,Man,Fitch,OD-SAMBALPUR-CITY CENTRE,RRL Trends Man Sambalpur City,Sambalpur TM City Center Mall
TAFS,West,Gujarat,Ahmedabad,Man,Fitch,"Aamrakunj ,New Chandkheda",TM Aamrakunj Business Centre,Ahmedabad TM Aamrakunj New Chandkheda
TX8H,West,Gujarat,Anand,Man,Fitch,RRL TM Anand Neptune Square,RRL TM Anand Neptune Square,Anand TM Neptune Square
T91J,South,Kerala,Thriprayar,Man,Fitch,Y mall,RRL Trends Man Thriprayar Y Ma,Thriprayar TM Y Mall
TX01,South,Kerala,Kannur,Man,Fitch,TM Kannur,TM-CAPITOL MALL,Kannur TM Captol Mal
TJM8,East,West Bengal,Durgapur,Man,Fitch,TM JUNCTION MALL,RRL TM-JUNCTION MALL,Durgapur TM Junction Mall
TX77,East,West Bengal,Kolkata,Man,Fitch,TM WOOD SQUARE MALL,Kolkata TM Wood Sqre,Kolkata TM Wood Sqre
TFK3,East,West Bengal,Krishnanagar,Man,Fitch,TM SENTRUM MALL,TM-KRISHNANAGAR,Krishnangar TM Sentrm
FRG6,North,NCR,Delhi,Man,Fitch,DELHI-KINGSWAY CAMP,RRL TM DELHI NEW DELHI KI,Delhi TM Easyday to Man EDFP New Delhi Kingway Camp
FRZA,North,Haryana,Rohtak,Man,Fitch,DELHI BYPASS ROAD-RHTAK,RRL TM Rohtak ROHTAK DELHI ROA,Rohtak TM Easy Day Rohtak Delhi Road Sf
T1BT,East,Jharkhand,Dhanbad,Man,Fitch,TM Dhanbad,RRL TM Dhanbad,Dhanbad TM Near Ozone Galleria Mall Dhanbad
TX8I,East,Assam,Tezpur,Man,Fitch,TX8I,RRL Trends Man Tezpur Satyam M,Tezpur TM Krishna Mall Mission Chirali
TH02,South,Karnataka,Gulbarga,Man,Fitch,TM ORCHID MALL,RRL Trends Man Orchid Mall Gul,Gulbarga TM Orchid
TWRW,South,Karnataka,Bangalore,Man,Fitch,TM MURGESHPALYA,TM Murgeshpalya,Bangalore TM Old Airport Road Murgeshpalya Opp Kempfort Mall
T0IA,South,Karnataka,Bangalore,Man,Fitch,TMAN-KA-Bangalore-Banaswadi-OMBR Layout-GF,RRL Trends Man Bangalore,Bangalore TM Kasturinagar
TWRV,South,Karnataka,Bangalore,Man,Fitch,AKSHAYANAGAR,TM Arekere,Bangalore TM Akshaynagar Arekere
TGD7,South,Karnataka,Bangalore,Man,Fitch,TM JP NAGAR 2ND PHASE,Bangalore TM JP Nagar,Bangalore TM JP Nagar
T75E,South,Karnataka,Bangalore,Man,Fitch,RRL Trends Man  K R Puram Hobli,RRL Trends Man K R Puram Hobl,Bangalore TM Devasandra Village KR Puram Hobli
T50P,South,Karnataka,Davanagere,Man,Fitch,RRL Trends Man Davanagere PB Road,RRL Trends Man Davanagere PB R,Davanagere TM Davanagere
TU61,South,Karnataka,Mangalore,Man,Fitch,TM BHARATH MALL MANGALORE,Mangalore TM Mall,Mangalore TM Mall
TL87,South,Karnataka,Bangalore,Man,Fitch,TM Kengeri,RRL Trends Man - Kengeri,Bangalore TM Kengeri
TH31,South,Karnataka,Mysore,Man,Fitch,TM Habitat Mall,RRL Trends Man Jayalaxmipuram,Mysore TM HabitatMal
TP72,South,Karnataka,Hubli,Man,Fitch,TM VIDHYANAGAR,RRL Trends Men - Artiza Hubli,Hubli TM ArtizaPlaza
TS84,South,Karnataka,Manipal,Man,Fitch,TM CANARA MALL,RRL TM-CANARA MALL,Manipal TM Kasturiba
TN19,South,Karnataka,Bijapur,Man,Fitch,TM Patil Planet,RRL Trends Man - Bijapur,Bijapur TM PatilPlnt
TKH9,South,Karnataka,Belgaum,Man,Fitch,TM KHADE BAZAR,TM-KHADE BAZAAR,Belgaum TM Khade Bzr
T89E,South,Karnataka,Bangalore,Man,Fitch,KA-BANGALORE-RR NAGAR-KENCHENA HALLI,RRL Trends Man Bangalore SPR N,Bangalore TM SPR Nisarga Enclave
T52E,South,Karnataka,Bangalore,Man,Fitch,RRL Trends Man Bangalore Aditya Complex,RRL Trends Man Bangalore Adity,Bangalore TM Kothnur Main Rd Jp Nagar
T0E9,South,Pondicherry,Pondicherry,Man,Fitch,TN-PONDICHERRY,RRL Trends Man Puducherry,Pondicherry TM SV Patel Rd Ponnaiyapet
TAL3,South,Tamil Nadu,Kanchipuram,Man,Fitch,TK Nambi Street,RRLTM Kanchipuram,Kanchipuram TM TK Nambi Street Kanchipuram
TWRU,South,Tamil Nadu,Chennai,Man,Fitch,TM GERUGAMBAKKAM,TM Gerugambakkam,Chennai TM Gerugambakkam
TWRX,South,Tamil Nadu,Kumbakonam,Man,Fitch,TM Kumbeshwarar South Street,TM Kumbakonam,Kumbakonam TM Kumbeshwarar South Street
TJM7,South,Tamil Nadu,Salem,Man,Fitch,TM MEYYANUR ROAD,RRL TM-MEYYANUR ROAD,Salem TM Nm Arcade
TS83,South,Telangana,Hyderabad,Man,Fitch,TM DSL MALL,RRL TM-DSL MALL,Hyderabad TM DSL Mal
T1QX,South,Telangana,Hyderabad,Man,Fitch,"TELANGANA, HYDERABAD, MANIKONDA.",RRL TM Manikonda Sunyuga I Squ,Hyderabad TM Manikonda
T1C2,South,Telangana,Hyderabad,Man,Fitch,HYDERABAD SARATCITY CAPITAL MALL,RRL TM Hyderabad Sarath City C,Hyderabad TM Sarath City Capital Mall
T176,South,Telangana,Hyderabad,Man,Fitch,TM AMR PLANET ,RRL TM AMR PLANET,Hyderabad TM AMR Mall Moulali
T62V,South,Telangana,Hyderabad,Man,Fitch,RRL Trends Man Hyderabad Jubilee Hills,Hyderabad TM Yousafguda,Hyderabad TM Yousafguda
TX8F,South,Kerala,Kollam,Man,Fitch,KERALA-PUNALUR-D MALL,RRL TM Punalur D Mall,Kollam TM D Mall Punalur
T1DN,North,NCR,Ghaziabad,Junior,Fitch,TJ Pratap Vihar,RRL TJ Ghaziabad Vihaan Shoppi,Ghaziabad TJ Pratap Vihar Vihan Shopping Plaza
T33T,South,Kerala,Thrissur,Junior,Fitch,TJ Selex Mall,RRL Trends Junior Thrissur Sel,Thrissur TJ Selex Mall East Fort
TA2D,North,NCR,Gurgaon,Junior,Fitch,TJ Gurgaon Sector 14,RRL TJ GURGAON-SECTOR 14,Gurgaon TJ FBB Gurgaon Sector 14
TAP2,North,Uttar Pradesh,Ghaziabad,Junior,Fitch,TJ Delhi Ncr - Kw6,RRL TJ Saddik Nagar Ghaziabad,Ghaziabad TJ Raj Nagar Extension KW6
TAUY,South,Kerala,Kannur,Junior,Fitch,TJ Capital Mall,TJ Capitol Mall Kannur,Kannur TJ Capitol Mall
TLI4,West,Gujarat,Rajkot,Junior,Fitch,CRYSTAL MALL,TJ Crystal Mall,Rajkot TJ CrystalMal
TPM0,West,Gujarat,Ahmedabad,Junior,Fitch,TJ PRERNA ARBOUR,TJ Prerna Arbour,Ahmedabad TJ Reliance property Prerna Arbour CG Rd
TPM1,West,Gujarat,Surat,Junior,Fitch,RELIANCE MALL - SURAT,TJ Surat Reliance Mall,Surat TJ RIL Mal
TTQ1,East,Bihar,Bhagalpur,Junior,Fitch,"TJ Sanskar Appartment, Beside Bob",Bhagalpur TJ Besides Bank of Baroda,Bhagalpur TJ Besides Bank of Baroda
TTY3,South,Kerala,Payyannur,Junior,Fitch,TJ MAGNUM MALL,TJ Magnum MallPayyanur,Payyannur TJ Magnum Mall
TWQY,South,Kerala,Kozhikode,Junior,Fitch,TJ Gokulam Mall,TJ Gokulam Galleria Mall,Kozhikode TJ Gokulam Mall
TWRE,East,Bihar,Patna,Junior,Fitch,TJ KHAGAUL,TJ Khagaul Patna,Patna TJ Main Market Khagaul
TWRF,West,Gujarat,Rajkot,Junior,Fitch,TJ Ril Mall,TJ Rajkot Reliance Mall,Rajkot TJ RIL Mall
TWRN,East,Bihar,Bettiah,Junior,Fitch,TJ Bettiah,TJ LAL BAZAR-BETTIAH,Bettiah TJ Lal Bazaar Arcade
TZWQ,North,Haryana,Hisar,Junior,Fitch,TJ Hissar,TJ Hissar,Hisar TJ Near Tanishq Jewels Delhi Road
TZWR,East,West Bengal,Srirampore,Junior,Fitch,TJ Serampore,TJ Srirampore,Srirampore TJ G T Road
T84U,South,Karnataka,Hubli,Junior,Fitch,TJ Hubli- Akshaya Colony Shirur Park,RRL Trends Junior Hubli Revank,Hubli TJ Revankar Avenue Shirur Park
TAK4,South,Karnataka,Mysore,Junior,Fitch,TJ Bm Habitat Mall,RRL TJ Mysore BM Habitat,Mysore TJ BM Habitat Mall
TJH8,South,Karnataka,Bangalore,Junior,Fitch,GOPALAN ARCADE MALL,Trends Junior Mysore Road,Bangalore TJ Gopalan
TKS8,South,Karnataka,Dharwad,Junior,Fitch,TJ Silver Jubilee Circle,TJ-JUBILEE CIRCLE,Dharwad TJ SJ Circle
TPW8,South,Karnataka,Bangalore,Junior,Fitch,TJ Modi Hospital Road,Bangalore TJ Modi Hospital Rd,Bangalore TJ Modi Hospital Rd
TWQV,South,Karnataka,Bangalore,Junior,Fitch,TJ Seetha Circle,TJ Seeta Circle Srinivas Nagar,Bangalore TJ Seeta Circle Srinivas Nagar
TWRC,South,Karnataka,Bangalore,Junior,Fitch,TJ Dodda Banaswadi Main Road,TJ Dodda Banaswadi,Bangalore TJ Dodda Banaswadi Main Road
TWRD,South,Karnataka,Davangere,Junior,Fitch,TJ Shannur Road,TJ Shamnur road,Davangere TJ Shamnur Road
TWRI,South,Karnataka,Bangalore,Junior,Fitch,TJ Hegde Nagar,TJ MCECHS Layout,Bangalore TJ MCECHS layout RK Hegde Nagar
TWRK,South,Karnataka,Mysore,Junior,Fitch,TJ Mall Of Mysore,TJ Mall Of Mysore,Mysore TJ Mall of Mysore
TWRO,South,Karnataka,Bangalore,Junior,Fitch,TJ YALAHANKA,RRL TJ Bangalore Yelahanaka,Bangalore TJ Yelahanka
TXYK,South,Karnataka,Bangalore,Junior,Fitch,TJ T.C Palya Main Road,TJ TC Palya,Bangalore TJ T C Palya Main Road
TZUJ,South,Karnataka,Tumkur,Junior,Fitch,TJ Shankar Mall,TJ Shankar Mall Tumkur,Tumkur TJ Shankar Mall
TJQ0,South,Tamil Nadu,Salem,Junior,Fitch,TRENDS JUNIOR MEYANNUR ROAD,RRL TJ-MEYYANUR ROAD,Salem TJ NM Arcade Above Trends Woman
TJQ1,South,Tamil Nadu,Madurai,Junior,Fitch,"TJ Iyer Bunglow, Narayanapuram",RRL TJ-IYER BUNGLOW,Madurai TJ Iyer Bunglow Narayanapuram
TLH1,South,Tamil Nadu,Trichy,Junior,Fitch,TJ Lawsons Road,TJ Lawsons Road,Trichy TJ Lawsons Rd
TPN5,South,Tamil Nadu,Coimbatore,Junior,Fitch,SARAVANAMPATTI,TJ Saravanampatti Coimbatore,Coimbatr TJ Tank St
TTR8,South,Tamil Nadu,Pollachi,Junior,Fitch,TJ Pollachi,TJ Mahalingapuram Pollachi,Pollachi TJ Venkatramana round Rd Mahalingapuram
TWRG,South,Tamil Nadu,Kumbakonam,Junior,Fitch,TJ Kumbakonam,TJ Kumbakonam,Kumbakonam TJ Kumbeshwarar South Street
TXK8,South,Tamil Nadu,Chennai,Junior,Fitch,"MKB NAGAR, KODUNGAIYUR",TJ Kodungaiyur,Chennai TJ MKB Nagar Kodungaiyur
TXYJ,South,Tamil Nadu,Chennai,Junior,Fitch,TJ AMBATTUR PUDUR,Chennai TJ Ambattur Pudur,Chennai TJ Ambattur Pudur
TY4A,South,Tamil Nadu,Chennai,Junior,Fitch,TJ GALAXY RED HILLS,TJ SKLS Galaxy Mall Redhills,Chennai TJ SKLS Galaxy Mall
TAP1,South,Telangana,Hyderabad,Junior,Fitch,TJ Amerpeth-Satyam,RRL TJ Ameerpet HYD,Hyderabad TJ Asian Satyam Mall
TTG4,South,Telangana,Nizamabad,Junior,Fitch,RELIANCE MALL - NIZAMABAD,Nizamabad TJ Reliance Mall,Nizamabad TJ Reliance Mall
TXZD,South,Telangana,Hyderabad,Junior,Fitch,TJ Manikonda,TJ Manikonda,Hyderabad TJ Manikonda Telangana
T52C,South,Telangana,Hyderabad,Junior,Fitch,TJ Kukatpally,RRL Trends Junior Hyderabad Ku,Hyderabad TJ Vivekanandanagar Kukatpally
TDX3,South,Telangana,Hyderabad,Junior,Fitch,DSL MALL,RRL Trends Junior Hyd DSL,Hyderabad TJ DSL mall Uppal
TWRJ,South,Telangana,Hyderabad,Junior,Fitch,TJ Sahara Road,TJ Sahara Road Mansoorabad,Hyderabad TJ Sahara Road
TWRA,South,Kerala,Kollam,Junior,Fitch,TJ Kurumpelil Avenue,TJ Polayathode,Kollam TJ Kurumpelil Avenue Polayathode
5746,East,Tripura,Agartala,Trends,FITCH,"Baid Property , Agartala",RRL Trends Agartala,Agartala ShakuntlaRd
8123,North,NCR,Ghaziabad,Trends,FITCH,Mahagun,RRL Trends Mahagun Metro Mall,Ghaziabad Mahagun
5759,North,NCR,Noida,Trends,FITCH,Logix Mall -Flagship,RRL Trends Logix Mall Noida,Noida Logix Mall
8037,North,Haryana,Kurukshetra,Trends,FITCH,Kessel Mall,RRL Trends Kessel Mall Kurukes,Kurkshtr Kessel Mall
5763,North,NCR,Delhi,Trends,FITCH,"VijayPark , Najafgarh",RRL Trends Najafgarh Delhi,Delhi Najafgarh
8038,North,NCR,Rewari,Trends,FITCH,BMG Mall,RRL Trends Rewari Haryana Fran,Rewari BMG
8396,North,NCR,Faridabad,Trends,FITCH,Crown Interiorz Mall,RRL Trends Zolo Crown Mall Far,Faridabd TIMS Crown
8026,North,NCR,Delhi,Trends,FITCH,CBD,Delhi Funcity Mall,Delhi Funcity Mall
9625,North,Punjab,Jalandhar,Trends,FITCH,RIL MALL-PUDA,RRL Trends Jalandhar,Jalandhar Puda
8306,East,Bihar,Patna,Trends,FITCH,Ambition Sapphire,RRL Trends Ambition Saphire Bi,Patna Ambition Saphr
5794,North,Haryana,Panipat,Trends,FITCH,Panipat Haryana,RRL Trends Panipat Haryana,Panipat Gohana
8010,South,Telangana,Hyderabad,Trends,REGULAR,Kothapet,RRL Trends Saroornagar Village,Hyderabad Kothapet
TSS0,South,Telangana,Warangal,Trends,FITCH,"Trends Nakkal Gutta, Hanamkonda",RRL Trends Nakkalagutta Warang,Warangal Nakkal Gutta Hanamkonda
TFS4,EAST,ORISSA,JATANI,Trends,REGULAR,JATANI TST,,
TW46,EAST,WEST BENGAL,KATWA,Trends,REGULAR,KATWA TST,,
TJV1,EAST,WEST BENGAL,CHAKDAHA,Trends,REGULAR,CHAKDAH TST,,
TLJ5,EAST,BIHAR,PATNA,Trends,REGULAR,KURTHOL TST,,
TR87,NORTH,PUNJAB,ZIRAKPUR,Trends,REGULAR,ZIRAKPUR,,
TZUU,EAST,JHARKHAND,ORMANJHI,Trends,REGULAR,RRL TST ORMANJHI,,
T39Q,SOUTH,KERALA,VAIKOM,Trends,REGULAR,VAIKOM,,
T76K,SOUTH,TAMIL NADU,SULUR,Trends,REGULAR,SULUR,,
TEST,TEST,TEST,TEST,Trends,REGULAR,Test Store,Test Store,Test Store
